ID.Nombre;Producto;Monto;Fecha;Hora
2232864866;Giro;199900;1/03/2021;9:04:06
2304891364;Giro;1028500;1/03/2021;11:25:12
86023060;Giro;226790;1/03/2021;14:56:51
2014755030;Paquetes de Recargas;3000;1/03/2021;18:24:35
2128972100;Chance;595;1/03/2021;9:31:10
2001740906;Giro;411400;1/03/2021;14:14:08
2305379506;Giro;50000;1/03/2021;13:13:30
7043964;Giro;499827;1/03/2021;12:31:51
12964102;Giro;377980;1/03/2021;14:24:41
8298258;Chance;2380;1/03/2021;19:21:35
87181436;Giro;307210;1/03/2021;15:27:20
715472;Giro;256790;1/03/2021;16:42:51
31779196;Giro;205810;1/03/2021;18:13:39
2094790412;Giro;53290;1/03/2021;23:41:07
131659204;Chance;3570;1/03/2021;20:17:58
133360034;Giro;147500;1/03/2021;9:23:50
160011580;Giro;115250;1/03/2021;20:08:07
2221090890;Recarga BetPlay;50000;1/03/2021;11:38:56
76500804;Chance;2380;1/03/2021;21:53:33
28274860;Recarga BetPlay;50000;1/03/2021;18:07:09
2071720706;Giro;135566;1/03/2021;13:54:15
159140104;Chance;1190;1/03/2021;18:23:09
131485702;Chance;1190;1/03/2021;20:54:28
2165378820;Giro;127500;1/03/2021;12:27:03
2072440256;Giro;503855;1/04/2021;11:49:53
86208098;Giro;43290;1/04/2021;17:16:29
160124714;Recarga BetPlay;25000;1/04/2021;10:01:50
2174236026;Recarga Directv;40000;1/04/2021;13:56:29
2221102734;Recarga BetPlay;10000;1/04/2021;20:11:40
2150417298;Giro;230000;1/04/2021;21:21:02
2233581220;Recarga BetPlay;14000;1/04/2021;12:04:34
2256867334;Giro;205810;1/04/2021;11:08:11
2047814774;Giro;53290;1/04/2021;13:40:32
186174684;Chance;4879;1/04/2021;11:11:53
2221025698;Giro;256790;1/04/2021;12:16:56
2174226978;Giro;205810;1/04/2021;12:50:29
11645542;Giro;377980;1/04/2021;10:41:45
2220948198;Acumulado;2500;1/04/2021;16:51:59
105403602;Giro;115250;1/04/2021;10:10:14
27028180;Recarga BetPlay;27000;1/04/2021;17:14:05
2066747688;Paquetes de Recargas;3000;1/04/2021;11:55:04
2034473826;Giro;53290;1/04/2021;15:48:45
2248438316;Giro;40290;1/04/2021;10:38:36
154188854;Chance;2142;1/04/2021;18:39:03
160296874;Acumulado;3000;1/04/2021;19:31:55
76424084;Recarga Movistar;5000;1/05/2020;10:09:19
143581374;Giro;297210;1/05/2020;14:40:08
2213538514;Giro;256790;1/05/2020;11:36:06
22853460;Giro;104200;1/05/2020;8:59:57
2189894534;Giro;100000;1/05/2020;11:08:40
2146310210;Giro;98200;1/05/2020;10:51:27
176522108;Giro;200000;1/05/2020;17:59:02
2123437158;Giro;205810;1/05/2020;20:27:20
159066692;Giro;40000;1/05/2020;13:54:06
2237548458;Giro;104200;1/05/2020;8:24:50
2189800176;Giro;35000;1/05/2020;12:11:22
32561478;Giro;367980;1/05/2020;10:45:54
2091015548;Giro;231790;1/05/2020;9:20:04
2141950544;Giro;125250;1/05/2020;14:39:11
38532072;Giro;150000;1/05/2020;15:22:56
104656366;Giro;307210;1/05/2020;13:26:24
140842824;Giro;200000;1/05/2020;17:52:59
144492390;Giro;63600;1/05/2021;17:32:31
142768604;Paquetes de Recargas;6000;1/05/2021;15:32:40
84257994;Chance;500;1/05/2021;16:26:45
84257994;Acumulado;1000;1/05/2021;13:55:56
110264024;Chance;357;1/05/2021;10:24:19
57103712;Chance;1190;1/05/2021;17:23:02
2041512732;Giro;326480;1/05/2021;17:02:33
2020413816;Lotería en línea;6000;1/05/2021;12:04:12
2213569548;Paquetes de Recargas;10000;1/05/2021;13:49:45
14348332;Recarga BetPlay;50000;1/05/2021;8:30:30
2122036162;Lotería en línea;3000;1/05/2021;18:44:09
2117824190;Giro;124500;1/05/2021;10:03:21
69004342;Chance;2499;1/05/2021;12:47:46
2131201650;Lotería en línea;3000;1/05/2021;16:31:45
110264024;Chance;357;1/05/2021;19:41:59
2229461790;Giro;52820;1/05/2021;16:39:55
16123320;Giro;12820;1/05/2021;12:53:58
2145284562;Giro;101600;1/05/2021;12:01:59
2220172628;Giro;225820;1/05/2021;20:51:44
154188854;Acumulado;3000;1/05/2021;19:38:46
105753266;Giro;204980;1/05/2021;8:11:26
76282368;Chance;1999;1/05/2021;20:28:56
152639636;Chance;4998;1/05/2021;13:15:39
2256899824;Giro;27820;1/05/2021;12:40:49
2064717302;Giro;1000826;1/05/2021;13:07:39
186761446;Acumulado;2500;1/05/2021;8:52:39
131268558;Giro;52820;1/05/2021;9:58:27
28790370;Acumulado;3000;1/05/2021;16:09:12
11639570;Soat;503145;1/05/2021;10:40:07
2232496396;Giro;154500;1/05/2021;9:52:35
2246403764;Acumulado;2000;1/05/2021;21:26:39
2020330724;Giro;204980;1/05/2021;12:35:37
23876132;Recarga BetPlay;20000;1/05/2021;7:48:49
110264024;Chance;952;1/05/2021;18:46:35
22648782;Lotería en línea;3000;1/05/2021;9:31:14
110264024;Chance;1785;1/05/2021;12:43:00
161657622;Giro;204980;1/05/2021;6:51:03
84257994;Acumulado;1000;1/05/2021;16:30:49
2217872948;Giro;86000;1/06/2020;17:37:11
186727194;Giro;34700;1/06/2020;11:24:15
2252244612;Giro;24700;1/06/2020;17:13:12
22371952;Giro;157500;1/06/2020;14:58:21
2188704714;Giro;104200;1/06/2020;3:08:16
2220887862;Giro;135000;1/06/2020;19:19:04
159034658;Giro;80000;1/06/2020;10:05:29
2028527832;Giro;106000;1/06/2020;18:52:18
2041495418;Giro;19990;1/06/2020;0:00:36
133927696;Giro;168300;1/06/2020;20:12:10
38809854;Giro;900966;1/06/2020;19:46:45
2134185044;Giro;250000;1/06/2020;10:47:45
86178220;Giro;583159;1/06/2020;16:13:45
142670912;Giro;208300;1/06/2020;21:46:57
2177074836;Soat;208300;1/06/2020;12:50:55
28790760;Giro;93000;1/06/2021;7:19:42
57089172;Acumulado;3000;1/06/2021;16:13:04
28504994;Acumulado;2500;1/06/2021;17:51:36
31865582;Giro;103000;1/06/2021;7:25:32
68656792;Chance;952;1/06/2021;9:40:23
28798592;Giro;174150;1/06/2021;17:37:07
22877746;Giro;103000;1/06/2021;18:23:08
110264024;Chance;714;1/06/2021;17:31:44
16620350;Giro;133750;1/06/2021;13:25:37
197275576;Giro;214850;1/06/2021;18:10:41
2005910044;Giro;63000;1/06/2021;11:43:53
152639636;Chance;2522,8;1/06/2021;19:16:27
110264024;Chance;1309;1/06/2021;17:29:49
103429460;Lotería en línea;2000;1/06/2021;21:02:13
2030860690;Giro;103000;1/06/2021;15:51:05
2107221972;Soat;471105;1/06/2021;20:00:58
104733760;Giro;52350;1/06/2021;10:30:05
197432804;Chance;3213;1/06/2021;19:30:37
2010002358;Giro;103000;1/06/2021;15:25:49
186779962;Chance;940,1;1/06/2021;20:56:00
69004342;Chance;476;1/06/2021;10:34:35
186363828;Recarga Movistar;3000;1/06/2021;9:49:05
186900370;Acumulado;2500;1/06/2021;19:03:55
2304373226;Giro;103000;1/06/2021;11:36:26
16022454;Giro;204150;1/06/2021;19:35:57
142446962;Chance;8568;1/06/2021;11:20:17
2174236026;Giro;476697,5;1/06/2021;16:13:50
2227346502;Soat;471105;1/06/2021;20:15:40
152660866;Giro;709975;1/06/2021;18:42:29
69004342;Chance;5831;1/06/2021;10:23:32
184857182;Giro;405700;1/06/2021;18:30:48
68749562;Recarga Claro;1000;1/07/2020;21:07:21
20774616;Giro;80000;1/07/2020;9:58:10
189063558;Giro;514250;1/07/2020;7:45:25
2220887862;Giro;442255;1/07/2020;19:14:30
143501706;Giro;66000;1/07/2020;7:42:20
143362362;Giro;310300;1/07/2020;8:13:41
2123446794;Giro;280300;1/07/2020;15:36:39
87259960;Giro;19700;1/07/2020;20:06:43
60677822;Giro;54700;1/07/2020;16:22:19
2174265812;Giro;76000;1/07/2020;9:14:51
176529652;Giro;611957;1/07/2020;9:12:56
152639636;Chance;1335;1/07/2020;17:25:39
160351448;Giro;54700;1/07/2020;13:23:30
28792190;Recarga Claro;10000;1/07/2020;12:49:47
2061043822;Giro;54700;1/07/2020;23:11:45
36796058;Giro;54700;1/07/2020;16:24:13
2073854846;Giro;54700;1/07/2020;14:19:43
159852046;Giro;38600;1/07/2020;13:52:04
2015403686;Giro;100000;1/07/2020;8:21:34
68749562;Recarga Claro;1000;1/07/2020;12:09:17
160384418;Giro;66000;1/07/2020;13:49:53
2070447770;Giro;54700;1/07/2020;15:33:14
2091004978;Giro;66000;1/07/2020;20:31:17
84222648;Giro;60000;1/07/2020;14:51:34
103405936;Giro;208300;1/07/2020;20:29:09
2186282120;Giro;54700;1/07/2020;16:30:09
23601294;Giro;54700;1/07/2020;7:43:17
23601294;Giro;493680;1/07/2020;7:55:20
161510400;Giro;178300;1/07/2020;2:02:27
2070835408;Giro;68000;1/07/2020;9:15:14
152639636;Chance;750;1/07/2020;12:27:36
2123419972;Chance;2000;1/07/2020;18:20:36
28935898;Giro;208300;1/07/2020;21:00:09
64481092;Giro;458977,5;1/07/2021;7:21:02
35411470;Giro;110250;1/07/2021;13:54:15
186743740;Chance;2380;1/07/2021;17:54:50
2233325532;Chance;3570;1/07/2021;13:09:34
186306620;Acumulado;2000;1/07/2021;17:45:14
87405968;Giro;221790;1/07/2021;11:52:49
186173626;Giro;611970;1/07/2021;10:27:58
2081499256;Giro;104200;1/07/2021;6:56:47
197423802;Giro;713965;1/07/2021;16:09:33
2217864772;Giro;356560;1/07/2021;18:00:58
22628118;Giro;104200;1/07/2021;17:02:46
50546182;Lotería en línea;3000;1/07/2021;19:02:53
110224148;Chance;357;1/07/2021;13:30:27
2162312362;Doble Chance;2500;1/07/2021;21:24:18
67403234;Paquetes de Recargas;9900;1/07/2021;19:37:37
2040802236;Giro;53290;1/07/2021;13:33:00
93344402;Chance;2261;1/07/2021;18:56:22
2011652094;Giro;89200;1/07/2021;23:30:46
2118896404;Recarga BetPlay;10000;1/07/2021;22:16:59
143183530;Chance;9520;1/07/2021;18:32:10
131551324;Chance;1785;1/07/2021;21:48:41
2141209752;Giro;53290;1/07/2021;19:55:14
27007496;Soat;351262,5;1/07/2021;15:08:31
2008504936;Chance;7378;1/07/2021;20:16:37
186806594;Giro;440618,4;1/07/2021;16:51:28
2213560588;Giro;205810;1/07/2021;21:12:04
2117952598;Chance;1785;1/07/2021;9:58:44
186575104;Chance;10710;1/07/2021;21:48:44
186761446;Acumulado;3000;1/07/2021;19:09:16
2205688468;Lotería en línea;5000;1/07/2021;17:49:25
2041532346;Giro;53290;1/07/2021;15:32:48
2138941486;Giro;104200;1/07/2021;11:37:23
2256561022;Giro;145250;1/07/2021;12:51:12
30712686;Paquetes de Recargas;10000;1/07/2021;5:56:51
176411792;Giro;140000;1/08/2020;12:25:08
146418668;Giro;50000;1/08/2020;8:17:33
131110804;Giro;300000;1/08/2020;8:00:31
161689534;Giro;50000;1/08/2020;8:16:03
70528786;Giro;160000;1/08/2020;13:46:28
2233569598;Giro;250000;1/08/2020;15:43:24
144567244;Giro;150000;1/08/2020;16:01:59
2304386452;Giro;70000;1/08/2020;12:15:32
2001603022;Giro;40000;1/08/2020;13:05:37
26723180;Giro;200000;1/08/2020;9:59:13
87625390;Giro;20000;1/08/2020;14:06:26
19942140;Giro;150000;1/08/2020;20:16:27
161663000;Giro;2000000;1/08/2020;12:21:44
2040974644;Giro;300000;1/08/2020;17:57:40
33690330;Giro;100000;1/08/2020;10:07:40
2125354420;Giro;5500;1/08/2020;10:52:49
2221053756;Giro;300000;1/08/2020;9:21:51
2125354420;Giro;15000;1/08/2020;15:57:24
143573024;Giro;86000;1/08/2020;17:55:15
31033008;Giro;30000;1/08/2020;13:23:47
140118152;Giro;10000;1/08/2020;17:34:33
144540720;Giro;30000;1/08/2020;9:17:07
2078045664;Giro;100000;1/08/2020;13:51:27
45482544;Giro;206225;1/09/2020;10:29:05
78654752;Giro;52350;1/09/2020;18:25:22
21889500;Recarga BetPlay;50000;1/09/2020;9:17:02
106009220;Giro;93000;1/09/2020;9:19:38
2027330136;Giro;52350;1/09/2020;12:25:24
2073365862;Giro;125625;1/09/2020;15:17:47
2061154422;Giro;74500;1/09/2020;14:45:11
104880336;Giro;23525;1/09/2020;9:27:38
2221099860;Chance;2101;1/09/2020;20:59:17
87515578;Giro;25525;1/09/2020;11:41:03
2073850894;Giro;53525;1/09/2020;11:17:12
2049157298;Giro;23525;1/09/2020;17:05:14
18583306;Giro;305150;1/09/2020;15:36:07
2123462798;Giro;52350;1/09/2020;11:51:42
2124643372;Giro;52350;1/09/2020;11:30:13
64288868;Giro;153750;1/09/2020;14:46:34
64036334;Giro;51175;1/09/2020;19:48:37
2211347316;Chance;1100;1/09/2020;8:22:07
152614448;Chance;1008;1/09/2020;20:43:01
2001723456;Chance;6000;1/09/2020;15:46:22
2020340638;Giro;84500;1/09/2020;7:44:28
28646226;Chance;1500;1/09/2020;16:17:32
86443492;Giro;297725;1/09/2020;19:44:18
2220944466;Chance;1501;1/10/2020;15:14:51
2139442212;Giro;188300;1/10/2020;19:32:49
2052307660;Giro;54700;1/10/2020;19:59:17
2041430434;Giro;514250;1/10/2020;8:55:58
2061137764;Giro;54700;1/10/2020;17:59:33
36796058;Giro;44700;1/10/2020;13:14:59
64481092;Giro;462825;1/10/2020;7:14:53
106159628;Giro;143500;1/10/2020;18:45:08
14364998;Giro;54700;1/10/2020;10:03:57
104232414;Giro;310300;1/10/2020;21:17:10
2006100004;Giro;10000;1/10/2020;18:33:49
11951810;Chance;4760;1/10/2020;16:15:40
2220999134;Chance;1428;1/10/2020;11:38:59
2189787650;Recarga BetPlay;50000;1/10/2020;8:27:30
2008707144;Giro;34700;1/10/2020;10:33:35
2147356976;Giro;885661;1/10/2020;12:59:27
2221150364;Giro;92850;1/10/2020;17:55:12
11641194;Giro;76000;1/10/2020;19:46:20
2218771876;Recarga BetPlay;30000;1/10/2020;11:25:56
2180922754;Giro;755947;1/10/2020;10:36:50
158604526;Giro;106000;1/10/2020;18:45:20
2154865962;Giro;459753;1/10/2020;12:00:17
2288132940;Giro;52700;1/10/2020;16:41:26
2034398556;Giro;208300;1/10/2020;21:41:58
131558648;Chance;1190;1/10/2020;20:14:22
2107575610;Giro;44700;1/10/2020;12:45:56
2123462798;Giro;204150;1/11/2020;11:58:40
2160722936;Giro;10000;1/11/2020;13:14:45
14364998;Giro;83000;1/11/2020;11:00:54
142504872;Giro;32350;1/11/2020;17:36:25
11641194;Giro;73000;1/11/2020;8:04:06
57103712;Chance;1609;1/11/2020;17:29:24
2073225376;Giro;392576;1/11/2020;14:25:57
2011481778;Giro;123750;1/11/2020;12:09:26
58628814;Giro;27350;1/11/2020;17:55:09
2028501562;Giro;100000;1/11/2020;17:19:47
160372600;Giro;153750;1/11/2020;22:00:32
2256793124;Giro;320400;1/11/2020;18:26:12
79168462;Giro;2500;1/11/2020;19:35:46
2212612954;Giro;66000;1/11/2020;8:51:43
159457582;Giro;314900;1/11/2020;8:32:17
143454534;Giro;32350;1/11/2020;8:11:24
86023060;Giro;205727;1/12/2020;15:13:58
13639190;Giro;155175;1/12/2020;12:02:13
188307432;Giro;307107;1/12/2020;9:39:35
2259079510;Giro;53243;1/12/2020;17:57:50
85780648;Giro;33243;1/12/2020;18:14:35
32561478;Giro;104140;1/12/2020;18:03:46
2030906396;Giro;67529;1/12/2020;9:51:31
158604658;Giro;145175;1/12/2020;13:33:15
65880248;Giro;38243;1/12/2020;19:12:26
2141225628;Giro;30243;1/12/2020;13:30:37
23587918;Giro;74140;1/12/2020;15:11:26
57103712;Chance;2187;1/12/2020;8:31:37
2070444880;Giro;64140;1/12/2020;8:47:25
2220940676;Giro;407866;1/12/2020;15:32:13
2386284708;Paquetes de Recargas;6000;1/12/2020;19:19:37
2184788300;Giro;49243;1/12/2020;22:22:42
2220919010;Giro;205727;1/12/2020;9:34:21
186262666;Recarga BetPlay;2000;1/12/2020;21:14:30
2080740962;Giro;185727;1/12/2020;13:25:43
2034461010;Giro;155175;1/12/2020;19:46:19
715472;Giro;205727;1/12/2020;22:16:35
2080071652;Giro;53243;1/12/2020;19:03:38
2220998982;Giro;175727;1/12/2020;22:53:24
158651276;Giro;52773;10/01/2021;14:58:49
176297382;Paquetes de Recargas;3000;10/01/2021;17:57:25
2014869512;Giro;124425;10/01/2021;16:40:09
2088241608;Recarga Tigo;5000;10/01/2021;15:18:37
152639636;Chance;3737;10/01/2021;11:48:53
2034418328;Giro;204897;10/01/2021;9:52:47
176297382;Paquetes de Recargas;6000;10/01/2021;18:51:09
186785972;Recarga BetPlay;6000;10/01/2021;12:42:11
103921854;Giro;255723;10/01/2021;19:12:16
33680862;Giro;174897;10/01/2021;14:22:36
2231466122;Paquetes de Recargas;3000;10/01/2021;19:36:13
103764438;Chance;4760;10/01/2021;16:39:25
166497200;Recarga BetPlay;20000;10/01/2021;8:50:12
49581238;Giro;103540;10/01/2021;13:01:03
31034902;Recarga Tigo;1000;10/01/2021;21:54:01
152639636;Chance;785;10/02/2021;18:38:13
2107688350;Giro;105425;10/02/2021;9:49:17
2012863314;Recarga BetPlay;10000;10/02/2021;8:14:37
28503058;Chance;10710;10/02/2021;21:52:29
25437610;Paquetes de Recargas;7000;10/02/2021;12:54:12
82903096;Chance;952;10/02/2021;21:17:14
2305372130;Giro;52773;10/02/2021;23:50:26
2085544122;Giro;32773;10/02/2021;16:32:37
186170016;Chance;821;10/02/2021;15:58:46
2074474894;Giro;52773;10/02/2021;18:59:40
160248572;Giro;1992957;10/02/2021;17:37:10
158889892;Giro;52773;10/02/2021;11:36:36
2040974644;Giro;306077;10/02/2021;14:15:28
2056060552;Giro;103540;10/02/2021;12:04:34
152639636;Chance;643;10/02/2021;17:33:21
160357812;Paquetes de Recargas;10000;10/02/2021;9:14:20
69004342;Chance;2856;10/02/2021;6:19:02
2220931640;Recarga BetPlay;15000;10/03/2021;9:32:25
76512068;Chance;1547;10/03/2021;9:27:00
142779058;Giro;307210;10/03/2021;17:02:31
2106649422;Chance;4760;10/03/2021;16:10:24
2138960564;Recarga BetPlay;20000;10/03/2021;12:39:31
76727738;Giro;249790;10/03/2021;19:46:17
2261728304;Recarga BetPlay;10000;10/03/2021;14:00:04
11748244;Chance;1190;10/03/2021;19:46:13
80684562;Giro;53290;10/03/2021;14:19:46
2124161432;Paquetes de Recargas;3000;10/03/2021;11:03:38
156155132;Recarga Claro;1000;10/03/2021;15:54:04
159274164;Giro;195810;10/03/2021;16:03:20
2070870088;Recarga Claro;3000;10/03/2021;16:47:27
2256867334;Giro;23290;10/03/2021;16:54:13
16620350;Giro;407980;10/03/2021;15:15:30
2144855894;Chance;5950;10/03/2021;20:41:32
2261728304;Recarga BetPlay;19000;10/03/2021;17:44:27
159791762;Giro;458978;10/03/2021;11:49:23
33870222;Giro;673167;10/03/2021;23:25:44
172145110;Giro;155000;10/03/2021;12:53:13
2167758780;Recarga Claro;10000;10/03/2021;17:18:51
186779172;Chance;1785;10/03/2021;13:43:21
186475968;Giro;28290;10/03/2021;10:42:02
2220902866;Chance;2856;10/03/2021;11:43:50
105812912;Giro;560973;10/03/2021;14:18:13
2256867334;Paquetes de Recargas;6000;10/03/2021;9:19:50
24403664;Chance;357;10/04/2021;12:51:12
18319182;Recarga BetPlay;30000;10/04/2021;20:55:24
2115184212;Chance;666;10/04/2021;8:21:12
152679856;Recarga Directv;10000;10/04/2021;7:40:10
20476852;Giro;422096;10/04/2021;9:09:50
152639636;Chance;857;10/04/2021;20:14:34
110264024;Chance;2380;10/04/2021;15:43:15
80630520;Giro;164980;10/04/2021;22:21:45
28438666;Acumulado;2500;10/04/2021;11:46:55
2061230952;Giro;52820;10/04/2021;11:16:39
48746026;Chance;6340;10/04/2021;19:57:08
2126584412;Chance;4760;10/04/2021;16:28:20
2012061394;Recarga BetPlay;8000;10/04/2021;20:46:56
24403664;Chance;357;10/04/2021;12:50:11
140655092;Giro;52820;10/04/2021;14:09:55
26923516;Giro;32820;10/04/2021;17:32:30
26612370;Giro;52820;10/04/2021;17:25:37
2064989556;Lotería en línea;5000;10/04/2021;3:01:52
186779172;Acumulado;1000;10/04/2021;17:22:25
141086500;Chance;2380;10/04/2021;19:31:57
36987770;Giro;103600;10/04/2021;14:26:21
2074781488;Chance;4760;10/04/2021;19:24:55
17496620;Acumulado;2000;10/04/2021;14:08:50
38950764;Giro;661115;10/04/2021;7:51:46
2305371848;Giro;103600;10/04/2021;12:38:01
186174684;Chance;1785;10/04/2021;17:20:35
2061230952;Giro;52820;10/04/2021;17:21:40
64213870;Giro;1170238;10/04/2021;9:13:39
15443750;Giro;255820;10/04/2021;8:57:38
158826532;Chance;10710;10/04/2021;18:28:50
159464520;Recarga Claro;2000;10/04/2021;15:36:55
2213777840;Recarga BetPlay;10000;10/04/2021;15:36:57
2150593396;Giro;305150;10/05/2020;15:50:03
2030883804;Soat;390050;10/05/2020;11:17:27
168151222;Giro;34350;10/05/2020;10:18:16
130998858;Giro;160000;10/05/2020;10:41:04
2073681594;Giro;52350;10/05/2020;17:53:40
143414798;Giro;103000;10/05/2020;12:48:47
161595612;Giro;120000;10/05/2020;10:27:50
2211230112;Giro;22000;10/05/2020;10:14:06
2219694600;Giro;52350;10/05/2020;21:18:21
17478172;Giro;50000;10/05/2020;9:41:00
143570352;Giro;106000;10/05/2020;11:31:22
20011182;Giro;200000;10/05/2020;14:48:43
15429438;Giro;103000;10/05/2020;11:22:46
11641380;Giro;355400;10/05/2020;8:39:54
103381262;Giro;103000;10/05/2020;18:25:12
186825098;Giro;10000;10/05/2020;13:29:20
2281636844;Giro;52350;10/05/2020;10:02:13
86413126;Giro;52350;10/05/2020;10:54:26
2075211472;Chance;1190;10/05/2021;10:34:25
2011399360;Chance;595;10/05/2021;20:19:31
186598702;Chance;5967;10/05/2021;12:30:11
110264024;Chance;357;10/05/2021;21:33:02
82903096;Chance;1309;10/05/2021;15:18:05
57089172;Acumulado;3000;10/05/2021;19:34:40
2040950610;Giro;204150;10/05/2021;12:13:31
197433512;Giro;32350;10/05/2021;16:04:45
2117952598;Chance;3570;10/05/2021;11:05:20
152639636;Chance;1250;10/05/2021;8:12:58
2041687068;Giro;42350;10/05/2021;12:15:29
154188854;Chance;383;10/05/2021;16:29:45
57103712;Chance;804;10/05/2021;15:05:42
186310296;Chance;2142;10/05/2021;18:23:27
197302648;Giro;32350;10/05/2021;17:38:46
83390784;Giro;103000;10/05/2021;15:45:01
7043964;Giro;159150;10/05/2021;14:35:52
183051874;Paquetes de Recargas;7000;10/05/2021;10:26:51
20055070;Giro;199150;10/05/2021;8:54:51
110264024;Chance;1071;10/05/2021;20:32:52
57642264;Acumulado;2000;10/05/2021;4:08:42
16620350;Giro;204150;10/05/2021;18:14:45
24395162;Giro;103000;10/05/2021;9:54:33
57075238;Chance;4760;10/05/2021;20:20:41
2124621382;Giro;73000;10/05/2021;9:25:03
64951502;Giro;345400;10/05/2021;12:48:00
2034283658;Giro;123750;10/05/2021;12:36:48
2092800964;Paquetes de Recargas;2000;10/05/2021;14:03:37
160982470;Giro;33290;10/06/2020;15:32:56
28509438;Giro;33290;10/06/2020;9:19:35
2045990354;Giro;53290;10/06/2020;11:14:56
2040841698;Giro;74200;10/06/2020;20:06:17
2044066496;Giro;104200;10/06/2020;21:11:43
2304927794;Giro;50000;10/06/2020;16:29:08
2141950544;Giro;125250;10/06/2020;12:52:58
2222391506;Giro;49290;10/06/2020;8:08:25
152647676;Chance;1000;10/06/2020;17:24:27
2181066232;Giro;287210;10/06/2020;14:28:17
146422438;Giro;53290;10/06/2020;10:50:43
2180453562;Giro;185810;10/06/2020;10:49:22
2231905064;Giro;64200;10/06/2020;20:11:56
142557344;Giro;52350;10/06/2021;17:25:18
105998924;Giro;63000;10/06/2021;12:19:52
42064508;Paquetes de Recargas;3000;10/06/2021;12:31:20
104217310;Giro;52350;10/06/2021;14:30:59
2224207740;Lotería en línea;3000;10/06/2021;19:05:55
160450116;Doble Chance;2000;10/06/2021;19:23:06
2221072494;Recarga BetPlay;5000;10/06/2021;11:05:40
20476852;Giro;52350;10/06/2021;22:14:44
31029012;Chance;7140;10/06/2021;22:26:26
28274860;Recarga BetPlay;20000;10/06/2021;21:20:36
2085651032;Giro;63000;10/06/2021;17:10:07
2281711448;Paquetes de Recargas;5000;10/06/2021;18:45:01
105562380;Giro;42350;10/06/2021;13:16:25
2015401466;Giro;52350;10/06/2021;17:45:40
160150942;Giro;234850;10/06/2021;9:57:35
197342542;Giro;103000;10/06/2021;15:11:54
14727518;Giro;100000;10/06/2021;13:33:46
186761446;Acumulado;2500;10/06/2021;14:31:20
2221078810;Acumulado;2000;10/06/2021;19:53:05
72130546;Chance;476;10/06/2021;21:38:44
72564208;Chance;714;10/06/2021;12:57:48
2233569598;Giro;912825;10/06/2021;12:11:28
2115839160;Paquetes de Recargas;10000;10/06/2021;21:28:29
57089172;Acumulado;2500;10/06/2021;12:54:39
2064732734;Giro;153750;10/06/2021;20:07:29
105402396;Giro;254850;10/06/2021;15:34:48
2225585072;Giro;76000;10/07/2020;17:04:54
2109136958;Giro;106000;10/07/2020;11:23:10
22853460;Giro;86000;10/07/2020;9:18:13
144687918;Giro;24700;10/07/2020;11:48:09
16323450;Giro;157500;10/07/2020;17:54:46
2174236026;Giro;61000;10/07/2020;15:39:58
2049089716;Giro;300000;10/07/2020;13:19:17
26216464;Chance;2000;10/07/2020;16:12:21
2227065198;Giro;76000;10/07/2020;7:07:37
2220936720;Giro;208300;10/07/2020;20:04:28
152639636;Chance;680;10/07/2020;17:51:14
2123419484;Giro;70000;10/07/2020;11:01:50
2261339646;Giro;217790;10/07/2021;19:13:11
2020271034;Giro;43290;10/07/2021;18:11:01
